#value	pattern_data	pattern_string	frequency
4260	5,1040,8	5|.....|.....|....X|.....|XO...|	5967
4261	5,129,34	5|.....|.....|.....|..X.O|...OX|	5961
4262	5,3771763,3247723	5|...##|X..##|...##|OX.##|XO.##|	5961
4263	5,546,1	5|.....|.....|.....|X...X|...XO|	5960
4264	5,1048607,2359327	5|...OX|.O...|.....|.....|#####|	5957
4265	5,2058,8192	5|.....|.....|.O.X.|.....|.X.X.|	5957
4266	5,1106993,1868833	5|....#|OO..#|XX..#|....#|X...#|	5956
4267	5,4,2131232	5|...O.|....O|....O|.O..O|..X..|	5956
4268	5,15,224	5|.....|.....|.....|..OOO|.XXXX|	5956
4269	5,128,131078	5|.....|..O..|.....|..X..|..OO.|	5952
4270	5,4,9994392	5|.O..O|O...O|.....|..O..|OOX..|	5952
4271	5,3272291,3247479	5|...##|...##|XX.##|XO.##|O.O##|	5951
4272	5,17860607,1345535	5|X...#|.O..#|....#|#####|#####|	5951
4273	5,2,2097184	5|...O.|.....|.....|....O|...X.|	5946
4274	5,6,19931369	5|O..OO|.....|.O...|..OOO|.OXXO|	5943
4275	5,3263587,3256163	5|...##|...##|XO.##|OO.##|...##|	5943
4276	5,1,540672	5|.....|O....|O....|.....|....X|	5940
4277	5,200,4	5|.....|.....|.....|..XX.|.XO..|	5938
4278	5,66,3105	5|.....|.....|...OO|...XO|...XO|	5938
4279	5,1,2560	5|.....|.....|...O.|O....|....X|	5937
4280	5,17860607,10127359	5|XO..#|O.O.#|....#|#####|#####|	5934
4281	5,1049599,16909311	5|O...X|..O..|.....|#####|#####|	5930
4282	5,1082921,1082405	5|....#|....#|....#|X...#|.XO.#|	5929
4283	5,1090865,1623585	5|....#|O...#|OX..#|OX..#|X...#|	5929
4284	5,2,10600448	5|.O.O.|...OO|O....|.....|...X.|	5926
4285	5,3263851,3247715	5|...##|...##|X..##|OX.##|.X.##|	5925
4286	5,20565371,3247715	5|X..##|X..##|X..##|OX.##|XX.##|	5924
4287	5,3255923,3525987	5|...##|.O.##|OX.##|XO.##|X..##|	5923
4288	5,1607201,1082657	5|....#|X...#|....#|XO..#|....#|	5920
4289	5,2,65544	5|.....|...O.|.....|.....|.O.X.|	5919
4290	5,2304,327680	5|.....|.O.O.|...X.|.X...|.....|	5919
4291	5,98,133	5|.....|.....|.....|..OXX|..OXO|	5917
4292	5,98335,5373983	5|..O.O|..OXX|.....|.....|#####|	5914
4293	5,31,19922975	5|O..OO|.....|.....|.....|#####|	5911
4294	5,65552,64	5|.....|...X.|.....|...O.|X....|	5910
4295	5,1,526336	5|.....|O....|...O.|.....|....X|	5910
4296	5,162,260	5|.....|.....|.....|.OX.X|..OX.|	5906
4297	5,7,1048576	5|....O|.....|.....|.....|..XXX|	5905
4298	5,2130943,8586239	5|.O.X.|..OOX|.....|#####|#####|	5903
4299	5,3510271,20549631	5|O..##|OX.##|...##|#####|#####|	5901
4300	5,48,264	5|.....|.....|.....|.O..X|XO...|	5896
4301	5,3526243,3771507	5|...##|OX.##|X..##|X..##|O..##|	5894
4302	5,1246207,14681087	5|.OOOX|..XX.|.....|#####|#####|	5893
4303	5,18383935,1098815	5|X...#|X...#|O...#|....#|#####|	5887
4304	5,1048607,557087	5|....X|O...O|.....|.....|#####|	5886
4305	5,64,38	5|.....|.....|.....|...XO|..OO.|	5886
4306	5,2,2097217	5|...O.|.....|.....|...O.|...XO|	5886
4307	5,48,520	5|.....|.....|.....|O...X|XO...|	5884
4308	5,192,8400160	5|.O...|.....|.O.OO|.OXXO|.....|	5884
4309	5,2,1092	5|.....|.....|....O|...O.|..OX.|	5883
4310	5,3772259,3271779	5|...##|X..##|OO.##|XX.##|...##|	5880
4311	5,2,294912	5|.....|.O..O|.....|.....|...X.|	5879
4312	5,3255923,4050275	5|...##|OO.##|OX.##|XO.##|X..##|	5878
4313	5,73,2	5|.....|.....|.....|...X.|.X.OX|	5876
4314	5,3771519,11897983	5|.O.##|XO.##|...##|...##|#####|	5876
4315	5,0,32778	5|.....|....O|.....|.....|.O.O.|	5875
4316	5,129,4194304	5|..O..|.....|.....|..X..|....X|	5874
4317	5,35,0	5|.....|.....|.....|....X|...XX|	5874
4318	5,3780195,3263587	5|...##|X..##|OX.##|X..##|...##|	5871
4319	5,48,64	5|.....|.....|.....|...OX|X....|	5870
4320	5,3788147,3247211	5|...##|X..##|X..##|.X.##|XO.##|	5867
4321	5,1048594,0	5|....X|.....|.....|.....|X..X.|	5867
4322	5,426015,4194335	5|..O..|.XX.X|.....|.....|#####|	5865
4323	5,129,65536	5|.....|...O.|.....|..X..|....X|	5864
4324	5,1091105,1623329	5|....#|O...#|OX..#|XO..#|....#|	5862
4325	5,65567,25165855	5|OO...|...X.|.....|.....|#####|	5861
4326	5,98,9	5|.....|.....|.....|...XX|.O.XO|	5857
4327	5,3525987,3247715	5|...##|.X.##|X..##|OX.##|...##|	5856
4328	5,1048592,4	5|....X|.....|.....|.....|X.O..|	5852
4329	5,92,3	5|.....|.....|.....|...X.|XXXOO|	5852
4330	5,2,16896	5|.....|.....|O....|O....|...X.|	5851
4331	5,288,4	5|.....|.....|.....|.X..X|..O..|	5851
4332	5,18465791,19416063	5|#..OX|#..XX|#....|#####|#####|	5850
4333	5,2304,2097152	5|...O.|.....|...X.|.X...|.....|	5848
4334	5,20811775,11767807	5|XO.##|XXO##|...##|#####|#####|	5846
4335	5,19923967,525311	5|X..XX|O....|.....|#####|#####|	5846
4336	5,7865343,16778239	5|O.XXX|X....|.....|#####|#####|	5845
4337	5,3263843,20294755	5|O..##|.O.##|XO.##|.X.##|...##|	5843
4338	5,3772275,3247211	5|...##|X..##|...##|XX.##|XO.##|	5840
4339	5,1049599,29393919	5|OOO.X|....O|.....|#####|#####|	5837
4340	5,33823,4259871	5|..O..|...OX|....X|.....|#####|	5836
4341	5,288,64	5|.....|.....|.....|.X.OX|.....|	5836
4342	5,1216,38	5|.....|.....|....X|..XXO|..OO.|	5834
4343	5,3263603,3780459	5|...##|O..##|XO.##|OO.##|XO.##|	5833
4344	5,18122751,10127359	5|XO..#|OXO.#|....#|#####|#####|	5829
4345	5,88,512	5|.....|.....|.....|O..X.|XX...|	5827
4346	5,1048607,2654239	5|...OX|O...O|.....|.....|#####|	5823
4347	5,1614911,9733183	5|.O..#|XO..#|.X..#|....#|#####|	5822
4348	5,1099553,18129953	5|O...#|.O..#|XO..#|XX..#|....#|	5822
4349	5,2098175,26280959	5|OO.XO|...O.|.....|#####|#####|	5821
4350	5,2176,5	5|.....|.....|...X.|..X..|..O.O|	5817
4351	5,1099313,1877281	5|....#|OO..#|XO..#|XO..#|X...#|	5817
4352	5,3248127,20566015	5|O..##|O..##|O..##|#####|#####|	5816
4353	5,2294783,29623295	5|OOOX.|.OXX.|.....|#####|#####|	5816
4354	5,6,9601168	5|.O..O|..O.O|.....|..O..|O.XX.|	5815
4355	5,1055,2131999	5|...O.|....O|...OX|.....|#####|	5812
4356	5,1607457,1082425	5|....#|X...#|....#|XX..#|OO..#|	5812
4357	5,1082913,18383905	5|O...#|O...#|....#|X...#|....#|	5812
4358	5,1099313,1090849	5|....#|....#|XO..#|XO..#|X...#|	5812
4359	5,1098793,9471009	5|.O..#|....#|X...#|....#|.X..#|	5812
4360	5,160,688128	5|.....|O.O.O|.....|..X.X|.....|	5811
4361	5,130,264	5|.....|.....|.....|.OX..|.O.X.|	5810
4362	5,76,2178	5|.....|.....|...O.|..OX.|.XXO.|	5810
4363	5,128,4194336	5|..O..|.....|.....|..X.O|.....|	5809
4364	5,64,327936	5|.....|.O.O.|.....|.O.X.|.....|	5809
4365	5,32784,8	5|.....|....X|.....|.....|XO...|	5806
4366	5,1032,2	5|.....|.....|....X|.....|.X.O.|	5805
4367	5,32792,0	5|.....|....X|.....|.....|XX...|	5801
4368	5,1,525312	5|.....|O....|....O|.....|....X|	5801
4369	5,2178,12	5|.....|.....|...X.|..X..|.OOX.|	5800
4370	5,0,65616	5|.....|...O.|.....|...O.|O....|	5799
4371	5,40,65	5|.....|.....|.....|...OX|.X..O|	5798
4372	5,68,2097152	5|...O.|.....|.....|...X.|..X..|	5796
4373	5,3328,229376	5|.....|..OOO|...XX|.X...|.....|	5796
4374	5,100,3456	5|.....|.....|...OO|.OOXX|..X..|	5794
4375	5,1082673,1099297	5|....#|....#|O...#|OX..#|X...#|	5793
4376	5,1,8208	5|.....|.....|.O...|.....|O...X|	5791
4377	5,82,132	5|.....|.....|.....|..OX.|X.OX.|	5790
4378	5,224,14	5|.....|.....|.....|..XXX|.OOO.|	5786
4379	5,544,32768	5|.....|....O|.....|X...X|.....|	5780
4380	5,20549631,3264511	5|X..##|X..##|O..##|#####|#####|	5779
4381	5,3796579,3247475	5|...##|X..##|XX.##|XO.##|O..##|	5778
4382	5,20040819,3247715	5|X..##|...##|X..##|O..##|X..##|	5772
4383	5,74,132	5|.....|.....|.....|..OX.|.XOX.|	5772
4384	5,128,17408	5|.....|.....|O...O|..X..|.....|	5770
4385	5,3,33824	5|.....|....O|....O|....O|...XX|	5769
4386	5,288,3	5|.....|.....|.....|.X..X|...OO|	5769
4387	5,224,263	5|.....|.....|.....|.OXXX|..OOO|	5767
4388	5,1615393,1082665	5|....#|X...#|.X..#|XO..#|.O..#|	5766
4389	5,1082913,1606705	5|....#|O...#|....#|X...#|O...#|	5765
4390	5,1345057,1082657	5|....#|.X..#|....#|XO..#|....#|	5761
4391	5,4,74	5|.....|.....|.....|...O.|.OXO.|	5760
4392	5,1082937,1082401	5|....#|....#|....#|X...#|XX..#|	5757
4393	5,32799,3407903	5|...OO|.O..X|.....|.....|#####|	5755
4394	5,3,20	5|.....|.....|.....|.....|O.OXX|	5752
4395	5,20497407,17318911	5|#..XX|#...X|#....|#####|#####|	5751
4396	5,160,132096	5|.....|..O..|....O|..X.X|.....|	5749
4397	5,2,526336	5|.....|O....|...O.|.....|...X.|	5744
4398	5,196639,2129951	5|...O.|..XXO|.....|.....|#####|	5741
4399	5,4,1179648	5|....O|..O..|.....|.....|..X..|	5739
4400	5,2576,0	5|.....|.....|...X.|X....|X....|	5737
4401	5,34,2368	5|.....|.....|...O.|.O.OX|...X.|	5737
4402	5,65552,10240	5|.....|...X.|.O.O.|.....|X....|	5737
4403	5,11,16	5|.....|.....|.....|.....|OX.XX|	5735
4404	5,14,33	5|.....|.....|.....|....O|.XXXO|	5735
4405	5,64,2192	5|.....|.....|...O.|..OX.|O....|	5733
4406	5,1040,22233101	5|O.O.O|..OO.|O...X|.....|XOO.O|	5733
4407	5,1116159,6423551	5|..OOX|..OX.|....X|#####|#####|	5730
4408	5,38,392	5|.....|.....|.....|.OO.X|.OXX.|	5730
4409	5,7,8288	5|.....|.....|.O...|...OO|..XXX|	5727
4410	5,128,2050	5|.....|.....|...O.|..X..|...O.|	5727
4411	5,1082929,1344545	5|....#|.O..#|....#|X...#|X...#|	5723
4412	5,1040,1048576	5|....O|.....|....X|.....|X....|	5722
4413	5,33791,13698047	5|.OO.O|...OX|.....|#####|#####|	5721
4414	5,4033663,11635839	5|.O.##|XX.##|...##|...##|#####|	5716
4415	5,137,4	5|.....|.....|.....|..X..|.XO.X|	5715
4416	5,3772003,20024435	5|O..##|X..##|...##|X..##|O..##|	5714
4417	5,128,17	5|.....|.....|.....|..X..|O...O|	5713
4418	5,2,129	5|.....|.....|.....|..O..|...XO|	5712
4419	5,3264371,4041827	5|...##|OO.##|XO.##|XX.##|X..##|	5711
4420	5,3271795,3247971	5|...##|...##|XX.##|OO.##|X..##|	5711
4421	5,1,28	5|.....|.....|.....|.....|OOO.X|	5710
4422	5,6,16777216	5|O....|.....|.....|.....|..XX.|	5710
4423	5,557087,1179679	5|....O|X.O.X|.....|.....|#####|	5707
4424	5,1606705,1082913	5|....#|X...#|....#|O...#|X...#|	5706
4425	5,11,4	5|.....|.....|.....|.....|.XOXX|	5705
4426	5,17859647,1360959	5|X...#|.O..#|O...#|....#|#####|	5705
4427	5,1082367,23069695	5|O.OOX|....X|.....|#####|#####|	5704
4428	5,2560,1048576	5|....O|.....|...X.|X....|.....|	5704
4429	5,49184,0	5|.....|....X|X....|....X|.....|	5703
4430	5,2,545	5|.....|.....|.....|O...O|...XO|	5702
4431	5,129,1048576	5|....O|.....|.....|..X..|....X|	5701
4432	5,1099041,10003489	5|.O..#|O...#|XO..#|.X..#|....#|	5700
4433	5,1083169,1483947	5|....#|.OO.#|.O..#|XXO.#|.O.O#|	5696
4434	5,68,400	5|.....|.....|.....|.OOX.|O.X..|	5694
4435	5,294943,1055	5|.....|.X..X|....O|.....|#####|	5692
4436	5,129,1056	5|.....|.....|....O|..X.O|....X|	5690
4437	5,1572895,2097183	5|...OX|X....|.....|.....|#####|	5689
4438	5,3263603,20286563	5|O..##|.O.##|X..##|...##|X..##|	5688
4439	5,41,2114	5|.....|.....|...O.|...OX|.X.OX|	5688
4440	5,3263595,20024691	5|O..##|...##|X..##|.O.##|OX.##|	5686
4441	5,65,512	5|.....|.....|.....|O..X.|....X|	5686
4442	5,4034163,20024419	5|O..##|XX.##|...##|X..##|X..##|	5685
4443	5,2163711,132095	5|...X.|..OX.|.....|#####|#####|	5683
4444	5,294943,65567	5|.....|.X.OX|.....|.....|#####|	5682
4445	5,9,524288	5|.....|O....|.....|.....|.X..X|	5682
4446	5,2178,18400373	5|O...O|O...O|O..XO|..XOO|O.OXO|	5682
4447	5,1606705,1082921	5|....#|X...#|....#|O...#|XO..#|	5682
4448	5,132,11	5|.....|.....|.....|..X..|.OXOO|	5678
4449	5,1040,96	5|.....|.....|....X|...OO|X....|	5677
4450	5,1361441,1221921	5|....#|.XO.#|XO..#|XO..#|....#|	5676
4451	5,3264099,20024443	5|O..##|...##|X..##|X..##|OO.##|	5674
4452	5,2,1179648	5|....O|..O..|.....|.....|...X.|	5673
4453	5,131,2124	5|.....|.....|...O.|..XO.|.OOXX|	5673
4454	5,33791,15795199	5|.OOOO|...OX|.....|#####|#####|	5673
4455	5,1023,16253951	5|.OOOO|O....|.....|#####|#####|	5673
4456	5,3780607,28676095	5|OO.##|XO.##|.X.##|#####|#####|	5667
4457	5,3263843,3772003	5|...##|O..##|X..##|OX.##|...##|	5667
4458	5,131,18400280	5|O...O|O...O|O...O|..X..|OO.XX|	5663
4459	5,1099297,1352993	5|....#|.O..#|XO..#|XO..#|....#|	5663
4460	5,3264099,3247483	5|...##|...##|X..##|XO.##|OO.##|	5663
4461	5,6,32768	5|.....|....O|.....|.....|..XX.|	5661
4462	5,2163711,29361151	5|OOOX.|...X.|.....|#####|#####|	5660
4463	5,1082673,1099305	5|....#|....#|O...#|OX..#|XO..#|	5660
4464	5,1055,1048607	5|....O|.....|....X|.....|#####|	5660
4465	5,0,18400345	5|O...O|O...O|O...O|...O.|OO..O|	5659
4466	5,4034559,20025343	5|O..##|XX.##|...##|#####|#####|	5659
4467	5,4,202	5|.....|.....|.....|..OO.|.OXO.|	5658
4468	5,3787903,20024447	5|O..##|X..##|X..##|...##|#####|	5657
4469	5,114,1	5|.....|.....|.....|...XX|X..XO|	5656
4470	5,1062,1	5|.....|.....|....X|....X|..XXO|	5653
4471	5,1107233,1082913	5|....#|....#|XX..#|OX..#|....#|	5653
4472	5,3264099,12160099	5|.O.##|O..##|X..##|X..##|...##|	5650
4473	5,162,12	5|.....|.....|.....|..X.X|.OOX.|	5649
4474	5,0,2068	5|.....|.....|...O.|.....|O.O..|	5648
4475	5,1028,1	5|.....|.....|....X|.....|..X.O|	5648
4476	5,1,18924596	5|O..O.|....O|O...O|....O|O.O.X|	5647
4477	5,0,33088	5|.....|....O|.....|.O.O.|.....|	5646
4478	5,64,8448	5|.....|.....|.O...|.O.X.|.....|	5644
4479	5,36,265539	5|.....|.O...|...OO|.O.OX|..XOO|	5644
4480	5,3788147,3247203	5|...##|X..##|X..##|.X.##|X..##|	5644
4481	5,2,321	5|.....|.....|.....|.O.O.|...XO|	5641
4482	5,160,264	5|.....|.....|.....|.OX.X|.O...|	5639
4483	5,1023,14156799	5|.OO.O|O....|.....|#####|#####|	5639
4484	5,1,16912	5|.....|.....|O....|O....|O...X|	5633
4485	5,3255923,20827235	5|O..##|OO.##|OX.##|X..##|X..##|	5632
4486	5,32776,2	5|.....|....X|.....|.....|.X.O.|	5632
4487	5,128,65602	5|.....|...O.|.....|..XO.|...O.|	5630
4488	5,2,160	5|.....|.....|.....|..O.O|...X.|	5630
4489	5,10355711,20972543	5|OXO.X|XXX..|.....|#####|#####|	5626
4490	5,84,0	5|.....|.....|.....|...X.|X.X..|	5624
4491	5,17472,0	5|.....|.....|X...X|...X.|.....|	5622
4492	5,1083169,1344697	5|....#|.O..#|....#|XXO.#|OO..#|	5621
4493	5,2163711,16909311	5|O..X.|..OX.|.....|#####|#####|	5621
4494	5,3,131072	5|.....|..O..|.....|.....|...XX|	5621
4495	5,17,36	5|.....|.....|.....|....O|X.O.X|	5621
4496	5,3248127,28938239	5|OO.##|O..##|...##|#####|#####|	5620
4497	5,1572895,10594431	5|.O.OX|X..OO|.O.O.|...OO|#####|	5617
4498	5,131103,5767199	5|..O.O|O.X..|.....|.....|#####|	5616
4499	5,1081375,10551327	5|.O.OX|...OX|.....|.....|#####|	5616
4500	5,1,524296	5|.....|O....|.....|.....|.O..X|	5615
4501	5,2304,5	5|.....|.....|...X.|.X...|..O.O|	5615
4502	5,1868863,9602111	5|.O..#|XXO.#|....#|....#|#####|	5613
4503	5,4033663,3263615	5|...##|XX.##|O..##|...##|#####|	5610
4504	5,1048607,4784159	5|..O.X|O..O.|.....|.....|#####|	5610
4505	5,1098801,1868833	5|....#|OO..#|X...#|....#|X...#|	5610
4506	5,3526259,28937315	5|OO.##|OX.##|X..##|X..##|X..##|	5608
4507	5,448,7	5|.....|.....|.....|.XXX.|..OOO|	5607
4508	5,32799,1572895	5|....O|O...X|.....|.....|#####|	5606
4509	5,20464639,17417215	5|#..XX|#..OO|#....|#####|#####|	5605
4510	5,132095,1115135	5|....O|..XO.|.....|#####|#####|	5603
4511	5,2,704	5|.....|.....|.....|O.OO.|...X.|	5603
4512	5,160,1081344	5|....O|....O|.....|..X.X|.....|	5602
4513	5,160,33792	5|.....|....O|....O|..X.X|.....|	5602
4514	5,13,66	5|.....|.....|.....|...O.|.XXOX|	5601
4515	5,160,262656	5|.....|.O...|.....|O.X.X|.....|	5600
4516	5,33280,16	5|.....|....X|.....|X....|O....|	5599
4517	5,0,1296	5|.....|.....|....O|.O...|O....|	5599
4518	5,1073,0	5|.....|.....|....X|....X|X...X|	5599
4519	5,128,1568	5|.....|.....|....O|O.X.O|.....|	5594
4520	5,224,32771	5|.....|....O|.....|..XXX|...OO|	5594
4521	5,19956735,1023	5|X..XX|....X|.....|#####|#####|	5593
4522	5,1606719,9733183	5|.O..#|XO..#|....#|....#|#####|	5590
4523	5,66,1061	5|.....|.....|....O|...XO|..OXO|	5588
4524	5,67,36	5|.....|.....|.....|...XO|..OXX|	5586
4525	5,72,10240	5|.....|.....|.O.O.|...X.|.X...|	5584
4526	5,196,10	5|.....|.....|.....|..XX.|.OXO.|	5584
4527	5,76,784	5|.....|.....|.....|OO.X.|OXX..|	5582
4528	5,1607201,1082425	5|....#|X...#|....#|X...#|OO..#|	5580
4529	5,1606719,1213503	5|....#|X.O.#|....#|....#|#####|	5578
4530	5,1082913,1606697	5|....#|O...#|....#|X...#|.O..#|	5577
4531	5,1310751,8388639	5|.O..X|.X...|.....|.....|#####|	5576
4532	5,14,193	5|.....|.....|.....|..OO.|.XXXO|	5575
4533	5,3787903,20294783	5|O..##|XO.##|XO.##|...##|#####|	5574
4534	5,1048607,16810015	5|O...X|....O|.....|.....|#####|	5573
4535	5,2229247,4523007	5|..OX.|.OXO.|.....|#####|#####|	5570
4536	5,2,264	5|.....|.....|.....|.O...|.O.X.|	5569
4537	5,12161023,20287487	5|OX.##|XO.##|...##|#####|#####|	5565
4538	5,1,16386	5|.....|.....|O....|.....|...OX|	5560
4539	5,9,65536	5|.....|...O.|.....|.....|.X..X|	5557
4540	5,40,528	5|.....|.....|.....|O...X|OX...|	5557
4541	5,1082921,1606705	5|....#|O...#|....#|X...#|OX..#|	5556
4542	5,1098815,18392127	5|O...#|O...#|XO..#|....#|#####|	5553
4543	5,3771515,3263587	5|...##|X..##|O..##|...##|XX.##|	5552
4544	5,20566015,3248127	5|X..##|X..##|X..##|#####|#####|	5550
4545	5,327711,32799	5|.....|.X.XO|.....|.....|#####|	5549
4546	5,3146751,8520703	5|.O.XX|..O..|.....|#####|#####|	5549
4547	5,1152,16384	5|.....|.....|O...X|..X..|.....|	5547
4548	5,2,1280	5|.....|.....|....O|.O...|...X.|	5546
4549	5,193,25200640	5|OO...|....O|...O.|..XX.|....X|	5542
4550	5,1,22	5|.....|.....|.....|.....|O.OOX|	5540
4551	5,3525747,28413027	5|OO.##|.X.##|X..##|...##|X..##|	5538
4552	5,66559,21103615	5|O.O..|..OX.|.....|#####|#####|	5537
4553	5,1029,0	5|.....|.....|....X|.....|..X.X|	5537
4554	5,12177011,3247203	5|.X.##|X..##|X..##|X..##|X..##|	5537
4555	5,1099313,1615145	5|....#|O...#|XO..#|XO..#|XO..#|	5534
4556	5,1107505,1082665	5|....#|....#|XX..#|XO..#|XO..#|	5528
4557	5,20186111,1023	5|X..XX|.X...|.....|#####|#####|	5528
4558	5,100,1024	5|.....|.....|....O|...XX|..X..|	5525
4559	5,18393087,1099775	5|X...#|X...#|OX..#|#####|#####|	5524
4560	5,0,2065	5|.....|.....|...O.|.....|O...O|	5524
4561	5,1360945,1082401	5|....#|.X..#|X...#|....#|X...#|	5524
4562	5,4,168	5|.....|.....|.....|..O.O|.OX..|	5523
4563	5,9962495,17040383	5|OX..X|XO...|.....|#####|#####|	5523
4564	5,1152,1179648	5|....O|..O..|....X|..X..|.....|	5519
4565	5,1099297,1090857	5|....#|....#|XO..#|XO..#|.O..#|	5517
4566	5,6,41	5|.....|.....|.....|....O|.OXXO|	5517
4567	5,2,524289	5|.....|O....|.....|.....|...XO|	5516
4568	5,4,2097184	5|...O.|.....|.....|....O|..X..|	5515
4569	5,1536,64	5|.....|.....|....X|X..O.|.....|	5513
4570	5,608,1	5|.....|.....|.....|X..XX|....O|	5512
4571	5,5,24	5|.....|.....|.....|.....|OOX.X|	5511
4572	5,138,0	5|.....|.....|.....|..X..|.X.X.|	5509
4573	5,200,262	5|.....|.....|.....|.OXX.|.XOO.|	5507
4574	5,2,4259840	5|..O..|...O.|.....|.....|...X.|	5506
4575	5,33791,10486783	5|.O.O.|....X|.....|#####|#####|	5504
4576	5,3263843,20557411	5|O..##|O..##|XO.##|OX.##|...##|	5500
4577	5,2163711,13632511	5|.OOXO|...X.|.....|#####|#####|	5497
4578	5,1098785,1091361	5|....#|....#|XO..#|OO..#|....#|	5495
4579	5,66,513	5|.....|.....|.....|O..X.|...XO|	5495
4580	5,70,392	5|.....|.....|.....|.OOX.|.OXX.|	5494
4581	5,2560,2097152	5|...O.|.....|...X.|X....|.....|	5493
4582	5,2,544	5|.....|.....|.....|O...O|...X.|	5491
4583	5,1023,11568127	5|.O.OO|....O|.....|#####|#####|	5489
4584	5,2,8388609	5|.O...|.....|.....|.....|...XO|	5489
4585	5,1082913,17884193	5|O...#|....#|OO..#|X...#|....#|	5488
4586	5,3264355,20819043	5|O..##|OO.##|XO.##|XX.##|...##|	5481
4587	5,0,1031	5|.....|.....|....O|.....|..OOO|	5480
4588	5,1082553,1090597	5|....#|....#|.O..#|..X.#|XXO.#|	5479
4589	5,1152,4	5|.....|.....|....X|..X..|..O..|	5478
4590	5,4033651,3271779	5|...##|XX.##|OO.##|...##|X..##|	5478
4591	5,1573887,25166847	5|OO..X|X....|.....|#####|#####|	5478
4592	5,3328,96	5|.....|.....|...XX|.X.OO|.....|	5476
4593	5,5,1032	5|.....|.....|....O|.....|.OX.X|	5475
4594	5,2,264192	5|.....|.O...|...O.|.....|...X.|	5473
4595	5,6,648	5|.....|.....|.....|O.O..|.OXX.|	5473
4596	5,1180671,12583935	5|.OO.X|..X..|.....|#####|#####|	5472
4597	5,3146751,8422399	5|.O.XX|....O|.....|#####|#####|	5472
4598	5,18253823,13666303	5|XOO.#|.XX.#|....#|#####|#####|	5471
4599	5,1049599,10650623	5|.O.OX|..O.O|.....|#####|#####|	5469
4600	5,1049631,131103	5|....X|..O..|....X|.....|#####|	5469
4601	5,1090865,1082913	5|....#|....#|.X..#|OX..#|X...#|	5468
4602	5,1606719,26510399	5|OO..#|XO..#|....#|....#|#####|	5468
4603	5,1023,32539647	5|OOOOO|....O|.....|#####|#####|	5465
4604	5,2229247,5243903	5|..OXO|..X..|.....|#####|#####|	5464
4605	5,20565627,3247203	5|X..##|X..##|X..##|X..##|XX.##|	5464
4606	5,17860145,1082401	5|X...#|....#|....#|X...#|X...#|	5463
4607	5,33791,4260863	5|..O..|...OX|.....|#####|#####|	5460
4608	5,2130943,21038079	5|O.OX.|...OX|.....|#####|#####|	5459
4609	5,2130943,16778239	5|O..X.|....X|.....|#####|#####|	5455
4610	5,2098175,12682239	5|.OOX.|...OO|.....|#####|#####|	5455
4611	5,3787891,3247971	5|...##|X..##|X..##|OO.##|X..##|	5453
4612	5,6,456	5|.....|.....|.....|.OOO.|.OXX.|	5453
4613	5,1090873,1623585	5|....#|O...#|OX..#|OX..#|XX..#|	5450
4614	5,1098793,1352737	5|....#|.O..#|XO..#|....#|.X..#|	5450
4615	5,160,22200336	5|O.O.O|..O.O|O....|..X.X|O....|	5449
4616	5,1049599,2229247	5|...OX|..O..|.....|#####|#####|	5448
4617	5,2,164	5|.....|.....|.....|..O.O|..OX.|	5448
4618	5,1615145,1099313	5|....#|X...#|OX..#|OX..#|OX..#|	5445
4619	5,20025343,12423167	5|XO.##|OO.##|...##|#####|#####|	5444
4620	5,1090865,1099297	5|....#|....#|OX..#|OX..#|X...#|	5441
4621	5,2304,10	5|.....|.....|...X.|.X...|.O.O.|	5439
4622	5,1082921,1090865	5|....#|....#|.O..#|XO..#|OX..#|	5438
4623	5,36,128	5|.....|.....|.....|..O.X|..X..|	5437
4624	5,64,18	5|.....|.....|.....|...X.|O..O.|	5436
4625	5,2816,24576	5|.....|.....|OO.X.|XX...|.....|	5436
4626	5,1353249,1606689	5|....#|OX..#|.X..#|X...#|....#|	5435
4627	5,4,9216	5|.....|.....|.O..O|.....|..X..|	5434
4628	5,1,32784	5|.....|....O|.....|.....|O...X|	5433
4629	5,1360937,17859617	5|O...#|.X..#|X...#|....#|.X..#|	5432
4630	5,104,3	5|.....|.....|.....|...XX|.X.OO|	5431
4631	5,4033651,3263587	5|...##|XX.##|O..##|...##|X..##|	5429
4632	5,66,13	5|.....|.....|.....|...X.|.OOXO|	5427
4633	5,2,65601	5|.....|...O.|.....|...O.|...XO|	5427
4634	5,3,352	5|.....|.....|.....|.O.OO|...XX|	5426
4635	5,3263587,3255395	5|...##|...##|XO.##|...##|...##|	5426
4636	5,1099775,18393087	5|O...#|O...#|XO..#|#####|#####|	5425
4637	5,139,260	5|.....|.....|.....|.OX..|.XOXX|	5425
4638	5,28938239,3248127	5|XX.##|X..##|...##|#####|#####|	5422
4639	5,66,148	5|.....|.....|.....|..OX.|O.OX.|	5421
4640	5,1082367,8455167	5|.O..X|...OX|.....|#####|#####|	5421
4641	5,4,32801	5|.....|....O|.....|....O|..X.O|	5420
4642	5,1,18400304	5|O...O|O...O|O...O|....O|O...X|	5413
4643	5,197,2	5|.....|.....|.....|..XX.|..XOX|	5413
4644	5,4,5800224	5|..O.O|O...O|.....|.O..O|..X..|	5410
4645	5,1280,16	5|.....|.....|....X|.X...|O....|	5409
4646	5,20557427,3263843	5|X..##|X..##|OX.##|XO.##|X..##|	5408
4647	5,32776,16	5|.....|....X|.....|.....|OX...|	5407
